center_frequency,feed_center,feed_h,feed_r1,freq_step,ground_thickness,lumpedport_D,lumpedport_r,num_of_freq_points,patch_length,patch_name,patch_width,signal_layer_thickness,start_frequency,stop_frequency,sub_high,sub_length,sub_width,sweep_type,unit,Directivity,Directivity_Phi,Directivity_Theta,Directivity_Total,Directivity_dB,Gain,Gain_Phi,Gain_Theta,Gain_Total,Gain_dB,Phi(deg),RealizedGain,RealizedGain_Phi,RealizedGain_Theta,RealizedGain_Total,RealizedGain_dB,Theta(deg),_极值列,_极值数值,_极值类型,rEPhi_Imag,rEPhi_Real,rETheta_Imag,rETheta_Real,rETotal,Freq [GHz],_最小值,_最小值所在列名,"dB(S(ground_T1,ground_T1)) []"
2.5,4.2595527034998675,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.340214738509374,Patch,28.033174426372252,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.8298289010909,6.01643413836543e-05,4.829768736749516,4.8298289010909,6.839317459423503,4.693537432982514,5.8466582191170225e-05,4.693478966400322,4.693537432982514,6.715002859012287,0.0,0.26612357245010854,3.315055210239352e-06,0.2661202573948983,0.26612357245010854,-5.7491665520586475,5.0,RealizedGain,0.26612357245010854,max,-0.0010124875712048747,-0.0009818089957409249,-0.0983198300349941,0.3873101175933008,0.39959717872907036,2.705,-28.6400552732686,"dB(S(ground_T1,ground_T1)) []",-28.6400552732686
2.5,6.324815122247788,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.43202311040237,Patch,40.89639788112711,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.151323841925012,1.6532023076315001,3.4981215342935124,5.151323841925012,7.119188529945648,5.091136553050288,1.6338865418378679,3.4572500112124196,5.091136553050288,7.0681474571950265,-35.0,0.7407603684688168,0.23773049183740974,0.5030298766314071,0.7407603684688168,-1.3032226095857133,0.0,RealizedGain,0.7407603684688168,max,-0.1593176545598365,0.3424318041260355,-0.2349003419426449,0.4966355463425716,0.66668335217494,2.665,-21.1306904857833,"dB(S(ground_T1,ground_T1)) []",-21.1306904857833
2.5,7.208134644853745,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,34.24682076060202,Patch,46.373388881354806,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.002639010959677,0.033250935614257376,4.969388075345419,5.002639010959677,6.9919916544496346,4.992781594189313,0.03318541652930318,4.959596177660009,4.992781594189313,6.983425685560122,5.0,0.5067673318102153,0.0033683197777242724,0.5033990120324909,0.5067673318102153,-2.9519138919475614,5.0,RealizedGain,0.5067673318102153,max,0.011497968893488714,-0.04346074309876031,-0.22346868864745947,0.5021038420371713,0.5514232153923844,2.745,-24.6422669631244,"dB(S(ground_T1,ground_T1)) []",-24.6422669631244
2.5,4.5310847994247165,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.431745424586154,Patch,29.730854801926878,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.938367467676493,0.03695541648990085,4.901412051186592,4.938367467676493,6.9358340298077685,4.8254904969867445,0.036110721255845975,4.789379775730899,4.8254904969867445,6.835414646866362,5.0,0.3377843347890721,0.002527750487909218,0.33525658430116295,0.3377843347890721,-4.713604952991069,5.0,RealizedGain,0.3377843347890721,max,0.0063038920436156096,-0.0384310677545511,-0.12595964706024243,0.43045656795779336,0.45019481961612534,2.69,-25.4519493878819,"dB(S(ground_T1,ground_T1)) []",-25.4519493878819
2.5,6.067337432789625,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,45.536805873722145,Patch,39.297751005528696,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.417221583184226,0.25346011712705196,3.1637614660571733,3.417221583184226,5.336731407051495,3.1401495629260454,0.23290929681945316,2.907240266106592,3.1401495629260454,4.969503336804096,-170.0,0.046474213531305465,0.0034470575929279063,0.043027155938377554,0.046474213531305465,-13.327879509246332,0.0,RealizedGain,0.046474213531305465,max,0.0006429840288724321,-0.04547383701677074,0.001069327915041505,0.1606728300283697,0.1669885776123759,2.08,-11.3012811329228,"dB(S(ground_T1,ground_T1)) []",-11.3012811329228
2.5,3.2596187245915687,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,46.66132018664694,Patch,21.754562384342023,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,1.7918595204535257,1.5768901192227163,0.21496940123080924,1.7918595204535257,2.533039585162149,1.5466576913388328,1.3611051555396079,0.18555253579922484,1.5466576913388328,1.8939420561108387,85.0,0.014693248067718911,0.012930498977626274,0.0017627490900926357,0.014693248067718911,-18.328821891000683,20.0,RealizedGain,0.014693248067718911,max,-0.0036403383350317006,0.08800698893773937,-0.02952745002985075,0.013630996517248322,0.09389439033509643,2.075,-13.1304383294192,"dB(S(ground_T1,ground_T1)) []",-13.1304383294192
2.5,5.920309396883608,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,44.38815971052303,Patch,38.38436379594192,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.9555474984671175,0.4825276057863572,3.4730198926807603,3.9555474984671175,5.972066039163168,3.6494634658476386,0.4451891601005082,3.20427430574713,3.6494634658476386,5.622290203607455,-165.0,0.06131098622624032,0.007479177889688537,0.05383180833655179,0.06131098622624032,-12.124616979133918,0.0,RealizedGain,0.06131098622624032,max,-0.004426530563350699,-0.06684323662554165,0.004779324992070567,0.1796580195586419,0.19180056932793402,2.12,-10.9032363441398,"dB(S(ground_T1,ground_T1)) []",-10.9032363441398
2.5,4.640612138352032,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,41.36493118847067,Patch,30.414949382237907,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.0106545297839755,0.34940332809781816,4.6612512016861585,5.0106545297839755,6.9989446041946115,4.782897505702885,0.33352135863882637,4.44937614706406,4.782897505702885,6.796910743311741,-165.0,0.22096986476347327,0.01540868676911378,0.20556117799435955,0.22096986476347327,-6.556669501127005,0.0,RealizedGain,0.22096986476347327,max,-0.01573254049485515,-0.09485735100595376,0.05800635288500737,0.346373895556051,0.36412229040252825,2.31,-16.1828328226402,"dB(S(ground_T1,ground_T1)) []",-16.1828328226402
2.5,5.451607996988102,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,41.8447614897129,Patch,35.46988255472518,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.745160091362494,3.8488556223776818,0.8963044689848124,4.745160091362494,6.7625086916004005,4.5176524157492235,3.6643214487020397,0.8533309670471844,4.5176524157492235,6.54912813629698,-110.0,0.13191545053987733,0.10699818630209956,0.02491726423777778,0.13191545053987733,-8.797043349218837,5.0,RealizedGain,0.13191545053987733,max,-0.06011493349291041,-0.24614349274479083,-0.10502319665678833,0.0626166026191106,0.281338115101797,2.205,-15.4204485575839,"dB(S(ground_T1,ground_T1)) []",-15.4204485575839
2.5,4.661980682194573,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,42.92020174702833,Patch,30.54837096087766,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.8784256967451003,2.1072081550616635,1.7712175416834366,3.8784256967451003,5.886554756041827,3.5421460120562185,1.9245022456632532,1.6176437663929653,3.5421460120562185,5.492664594298098,130.0,0.061279126008572576,0.03329388884997428,0.0279852371585983,0.061279126008572576,-12.126874374413948,5.0,RealizedGain,0.061279126008572576,max,0.010973976965023564,0.14091265295874406,-0.0019848758275108663,0.12956696394995645,0.19175072832602294,2.175,-14.0951280745064,"dB(S(ground_T1,ground_T1)) []",-14.0951280745064
2.5,1.9606900448883562,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,36.014107160299226,Patch,13.492854180816014,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.8589175165357306,0.00032278020936363255,3.858594736326367,3.8589175165357306,5.864654957270789,3.4730257648821574,0.0002905021884272693,3.4727352626937305,3.4730257648821574,5.407080051664037,0.0,0.05904143800299668,4.938537203263578e-06,0.059036499465793424,0.05904143800299668,-12.288430734553224,10.0,RealizedGain,0.05904143800299668,max,0.001699443841311556,-0.00027401233670021346,-0.02240290618337942,0.18687119623388096,0.1882171548490556,2.68,-10.3545287347155,"dB(S(ground_T1,ground_T1)) []",-10.3545287347155
2.5,7.810908519690508,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,43.56649244753608,Patch,50.10541451056367,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.873128086168775,0.2875808076547154,4.585547278514058,4.873128086168775,6.878078266050261,4.662660760188064,0.2751603741015218,4.387500386086541,4.662660760188064,6.686338187704138,-15.0,0.14034608888166072,0.008282327260455805,0.1320637616212049,0.14034608888166072,-8.52799685635743,0.0,RealizedGain,0.14034608888166072,max,-0.002820719977400949,-0.07043832032039685,-0.002781439215732635,-0.2814824814267533,0.290188968062232,2.15,-10.7307795480718,"dB(S(ground_T1,ground_T1)) []",-10.7307795480718
2.5,7.059976043638072,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,46.17960339714767,Patch,45.45545351366978,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.439221227315206,1.3629685993245968,2.0762526279906086,3.439221227315206,5.364601126385532,3.1677037620008472,1.2553658151673917,1.912337946833455,3.1677037620008472,5.0074456037201855,140.0,0.04814909718241288,0.01908156039054435,0.029067536791868517,0.04814909718241288,-13.17411851683209,0.0,RealizedGain,0.04814909718241288,max,-0.00367415854171891,0.1069378628919745,-0.004660031263384083,0.13198188158473,0.1699709943458408,2.045,-19.3992952166787,"dB(S(ground_T1,ground_T1)) []",-19.3992952166787
2.5,6.422019849975169,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,46.326219573466474,Patch,41.49965243388094,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.1884987422109807,0.15418503275732445,3.0343137094536563,3.1884987422109807,5.035862500041777,2.890293823874702,0.1397648498375747,2.7505289740371275,2.890293823874702,4.6094199486764555,165.0,0.04017508415185836,0.001942731412742288,0.03823235273911607,0.04017508415185836,-13.960432048782593,0.0,RealizedGain,0.04017508415185836,max,-3.164636336955089e-05,0.0341418410099445,-0.003911077890467359,0.1514089018022431,0.15525984150535269,2.04,-9.37180248755773,"dB(S(ground_T1,ground_T1)) []",-9.37180248755773
2.5,6.867807458679381,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.519942671926,Patch,44.264444187297734,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.1953507325968475,4.837123473132856,0.3582272594639887,5.1953507325968475,7.156148716409916,5.145225328252837,4.790454290928963,0.35477103732387083,5.145225328252837,7.114043988601612,-105.0,0.9065887028381499,0.8440780460616834,0.06251065677646603,0.9065887028381499,-0.4258969706380978,0.0,RealizedGain,0.9065887028381499,max,-0.3350586996669185,0.6278490478156198,0.09046507523937236,-0.1712406138872451,0.7375405322746763,2.66,-21.5200636481341,"dB(S(ground_T1,ground_T1)) []",-21.5200636481341
2.5,3.553451247209282,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.737877886082984,Patch,23.60470012132957,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.746085039549912,0.1379959669183848,4.608089072631528,4.746085039549912,6.763355155661907,4.599600933390964,0.13373683213695317,4.465864101254011,4.599600933390964,6.627201534327936,10.0,0.22354060536280082,0.0064996100418559235,0.21704099532094498,0.22354060536280082,-6.50643577304913,5.0,RealizedGain,0.22354060536280082,max,0.009960607547631816,-0.061649364938742665,-0.07169717402166675,0.35367666081240084,0.36623424616790196,2.68,-23.8110674927107,"dB(S(ground_T1,ground_T1)) []",-23.8110674927107
2.5,7.007067262223249,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,44.79186535757709,Patch,45.12758565419187,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.0912903709862585,1.0692684948094011,3.0220218761768565,4.0912903709862585,6.118603037569547,3.8287476733828627,1.0006523347146803,2.8280953386681813,3.8287476733828627,5.8305674590675025,-150.0,0.07159758149225952,0.018712198659164517,0.05288538283309499,0.07159758149225952,-11.451016475567508,0.0,RealizedGain,0.07159758149225952,max,0.002108036968788224,-0.1059393216945723,-0.001105096367377877,0.1781312887195886,0.20726688341327104,2.105,-11.5716541376026,"dB(S(ground_T1,ground_T1)) []",-11.5716541376026
2.5,5.631390719180026,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,40.787005322098665,Patch,36.58833149644135,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.9164154775394655,0.04285773041230711,4.87355774712716,4.9164154775394655,6.916485772205626,4.703320069844256,0.04100011980620092,4.662319950038056,4.703320069844256,6.724045343142944,-165.0,0.15191723825596948,0.0013243038697402895,0.15059293438622923,0.15191723825596948,-8.183929433546027,0.0,RealizedGain,0.15191723825596948,max,0.01334982591388712,-0.0248270656653732,0.03186346108864479,0.2989023405379338,0.3019147071162423,2.235,-18.3649025931765,"dB(S(ground_T1,ground_T1)) []",-18.3649025931765
2.5,9.336174416122663,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,48.05816518553773,Patch,59.534365607091814,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,2.787109460809818,2.392998966022276,0.3941104947875423,2.787109460809818,4.451540255099204,2.525409041954436,2.168304227428635,0.3571048145258013,2.525409041954436,4.023317310789565,-110.0,0.05379121259362949,0.04618488004422993,0.007606332549399566,0.05379121259362949,-12.69288665482306,5.0,RealizedGain,0.05379121259362949,max,0.0328861838489431,-0.163187253738617,-0.03133803869755785,0.059848428377130905,0.17965380018112742,2.0,-5.1999935482214,"dB(S(ground_T1,ground_T1)) []",-5.1999935482214
2.5,3.1080318585295457,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,34.132376302737356,Patch,20.798018056643944,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.9693279734242126,0.030885743797358336,3.9384422296268546,3.9693279734242126,5.987169848138441,3.672159034237373,0.0285734421226898,3.643585592114684,3.672159034237373,5.649214814061406,-5.0,0.06866937394023888,0.0005343233676942992,0.06813505057254458,0.06866937394023888,-11.632369120573605,5.0,RealizedGain,0.06866937394023888,max,-0.0008755194240928231,0.01788393243275392,-0.022164524535703077,0.20097444443429305,0.20298422361624016,2.79,-19.5104972584152,"dB(S(ground_T1,ground_T1)) []",-19.5104972584152
2.5,3.573135950400189,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,29.182273826466847,Patch,23.728473619851904,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.88993159301001,0.1736847611032774,3.716246831906732,3.88993159301001,5.899419640404895,3.58738135799812,0.16017594635080024,3.4272054116473196,3.58738135799812,5.547775469772386,15.0,0.06457286444396616,0.002883167034314405,0.061689697409651745,0.06457286444396616,-11.899499479194553,10.0,RealizedGain,0.06457286444396616,max,0.0033152211205053697,-0.041460225329740266,-0.03096795659000222,0.18988332239157196,0.19683656020488827,2.905,-25.1145199210229,"dB(S(ground_T1,ground_T1)) []",-25.1145199210229
2.5,7.168354695737087,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,31.32275497938654,Patch,46.12695298307086,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.588579051117285,0.03452242502650378,4.554056626090782,4.588579051117285,6.616782180428217,4.534974155660308,0.03411912566871752,4.50085502999159,4.534974155660308,6.565748164046919,-5.0,0.19409689386226112,0.0014602985786211099,0.19263659528364008,0.19409689386226112,-7.119814145821362,5.0,RealizedGain,0.19409689386226112,max,-0.007167841718583539,0.028719711597732917,-0.09929728774312316,0.32515339275985705,0.3412636516911024,2.96,-27.5855022793548,"dB(S(ground_T1,ground_T1)) []",-27.5855022793548
2.5,2.4518926650969237,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,31.42529914738288,Patch,16.637203644225288,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,2.609771544157077,0.0004679536424403314,2.609303590514636,2.609771544157077,4.16602491455339,2.268015746707936,0.00040667399878743094,2.2676090727091482,2.268015746707936,3.556460655139132,0.0,0.01905133227234666,3.4160615898144197e-06,0.019047916210756844,0.01905133227234666,-17.20074648424205,20.0,RealizedGain,0.01905133227234666,max,0.00017264033540278232,0.0014212250195062303,-0.024740036243063222,0.10400456520814844,0.10691617587009722,2.94,-9.69680619168625,"dB(S(ground_T1,ground_T1)) []",-9.69680619168625
2.5,4.785607572432732,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,47.95960405771062,Patch,31.320006355474085,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,1.5955603654789803,1.003247373917732,0.5923129915612482,1.5955603654789803,2.029132396786891,1.4059888369072202,0.8840496661255264,0.5219391707816939,1.4059888369072202,1.4798187254095931,-60.0,0.014200487252762923,0.008928901627867816,0.005271585624895108,0.014200487252762923,-18.476967536763983,40.0,RealizedGain,0.014200487252762923,max,0.01157172943585812,-0.0722742157943208,-0.05592909598231647,-0.005912876948397909,0.09230651700734255,2.0,-5.05573374918615,"dB(S(ground_T1,ground_T1)) []",-5.05573374918615
2.5,2.4251705597014084,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,33.01915227788746,Patch,16.466904000296942,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.197406251020427,0.00021147003370699873,3.1971947809867176,3.197406251020427,5.047978196834858,2.822935248648665,0.0001867032730025754,2.822748545375661,2.822935248648665,4.507009165893232,0.0,0.03133458126000018,2.0724063303285875e-06,0.03133250885366983,0.03133458126000018,-15.039761046240194,15.0,RealizedGain,0.03133458126000018,max,-0.0010010712754826598,0.0004912528819356612,-0.02451852925210283,0.13490289075787038,0.13711743756579156,2.805,-9.62721064363697,"dB(S(ground_T1,ground_T1)) []",-9.62721064363697
2.5,6.01968716971938,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,38.15077213188941,Patch,39.00177367437911,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.47987412877069,0.1118344548835306,5.368039673887157,5.47987412877069,7.387705829719353,5.439931737874609,0.11101930194248846,5.328912435932119,5.439931737874609,7.355934500565654,-10.0,5.373564570672538,0.1096648664587901,5.263899704213747,5.373564570672538,7.302624718820947,0.0,RealizedGain,5.373564570672538,max,-0.2530925182048621,-0.04176897493282579,-1.769708756798049,-0.1629268126047836,1.7956098407481142,2.5,-19.1287492373612,"dB(S(ground_T1,ground_T1)) []",-19.1287492373612
2.5,3.6269132377150965,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,31.659384683902747,Patch,24.066511382066025,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.6870224053132343,5.725585163402525e-05,3.6869651494616007,3.6870224053132343,5.666757767366665,3.4309791827220377,5.327975082610683e-05,3.4309259029712122,3.4309791827220377,5.354180830062245,0.0,0.04940610023119734,7.672284118959384e-07,0.04940533300278546,0.04940610023119734,-13.062194248985259,10.0,RealizedGain,0.04940610023119734,max,0.0004556043258453405,-0.0005027649456081598,-0.025582477874146716,0.17026284090905713,0.1721753713993275,2.915,-15.6973741258426,"dB(S(ground_T1,ground_T1)) []",-15.6973741258426
2.5,1.9822656983226015,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,41.21069365938758,Patch,13.631661964589995,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.560476096678678,0.30928807274630166,4.251188023932376,4.560476096678678,6.590101837537374,4.132470249417572,0.28026103679276526,3.8522092126248064,4.132470249417572,6.162097356711219,-165.0,0.12769333070700295,0.008660066036896445,0.11903326467010651,0.12769333070700295,-8.938317849040434,0.0,RealizedGain,0.12769333070700295,max,-0.01374491069061244,-0.0707618503590122,0.04964786590611373,0.2625961363054696,0.27679921139287295,2.37,-17.0194499390528,"dB(S(ground_T1,ground_T1)) []",-17.0194499390528
2.5,8.904111001518347,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,47.33076168957404,Patch,56.865221209976724,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.3160711069711284,2.1869904844288786,1.1290806225422494,3.3160711069711284,5.2062383461469155,3.0507854184134384,2.0120312456745686,1.0387541727388696,3.0507854184134384,4.8441166196024685,125.0,0.05338874482223517,0.03521054679930495,0.018178198022930216,0.05338874482223517,-12.725502893534586,0.0,RealizedGain,0.05338874482223517,max,-0.0173056991241794,0.1443167993497536,-0.01346572987796285,0.1035656791110756,0.17898045023861744,2.025,-7.44553038617214,"dB(S(ground_T1,ground_T1)) []",-7.44553038617214
2.5,2.596769925089849,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.65341227656052,Patch,17.55921600985936,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.19667159658764,0.03239018773704342,4.164281408850596,4.19667159658764,6.229049855636292,3.8709025685420246,0.02987588092640535,3.841026687615618,3.8709025685420246,5.878122401701348,-5.0,0.08477276625107033,0.0006542817922882771,0.08411848445878203,0.08477276625107033,-10.71743644989747,5.0,RealizedGain,0.08477276625107033,max,-0.00212954046576552,0.019698816749983014,-0.024223169906671733,0.22335066099771242,0.225532388034152,2.705,-15.5908702924796,"dB(S(ground_T1,ground_T1)) []",-15.5908702924796
2.5,2.542965443445202,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,41.34567961163136,Patch,17.217046162746193,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.8024285992610944,0.2149486801032679,3.587479919157828,3.8024285992610944,5.800610677643401,3.3799365326765285,0.19106549342512702,3.1888710392514024,3.3799365326765285,5.289085453169587,-165.0,0.05779691470876864,0.003267219937569672,0.05452969477119898,0.05779691470876864,-12.380953442908872,5.0,RealizedGain,0.05779691470876864,max,-0.005318003394054169,-0.04395562519277546,0.01061928097718582,0.18057081308000025,0.18622289282210105,2.255,-14.7288490951481,"dB(S(ground_T1,ground_T1)) []",-14.7288490951481
2.5,3.7994460695089938,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,45.39762414129691,Patch,25.150057572487988,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,2.302380077690778,2.302144954081032,0.00023512360974524968,2.302380077690778,3.6217701869364403,2.0145825679794305,2.014376834820903,0.00020573315852709346,2.0145825679794305,3.041850717159572,-90.0,0.022563324761369623,0.022561020549994114,2.3042113755034465e-06,0.022563324761369623,-16.46596905613861,0.0,RealizedGain,0.022563324761369623,max,-0.002088951953566345,-0.116329564256278,-0.0002727429402333521,-0.001143752895049658,0.11635425991220176,2.075,-10.7551797031294,"dB(S(ground_T1,ground_T1)) []",-10.7551797031294
2.5,8.038884466134654,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,36.46534050244511,Patch,51.5159491842786,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.34950662499607,1.7819490378102865,3.5675575871857834,5.34950662499607,7.283137296993079,5.385843753418884,1.7940531280692398,3.591790625349643,5.385843753418884,7.312537501129458,-145.0,2.537270992235636,0.8451784286334189,1.6920925636022168,2.537270992235636,4.043668543511794,0.0,RealizedGain,2.537270992235636,max,-0.5492071149943895,0.4533106539697224,0.763727790458098,-0.6572665507570394,1.233855121489141,2.585,-21.4140176933143,"dB(S(ground_T1,ground_T1)) []",-21.4140176933143
2.5,9.327367947268604,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,40.508020769554555,Patch,59.47997453379898,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.606386033319198,1.8520455690106563,3.754340464308542,5.606386033319198,7.486829982348806,5.632543355403114,1.8606865281195708,3.7718568272835427,5.632543355403114,7.507045433057426,-145.0,1.0865176132572605,0.3589264312742652,0.7275911819829954,1.0865176132572605,0.36036770949627095,0.0,RealizedGain,1.0865176132572605,max,-0.1162313563100868,-0.4492785373950253,0.169340395953854,0.6386617448395138,0.8074193002255741,2.335,-18.6128347831881,"dB(S(ground_T1,ground_T1)) []",-18.6128347831881
2.5,7.121848844344296,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,43.93635712490103,Patch,45.83882640485979,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.517237970862619,3.8350589871227507,0.6821789837398673,4.517237970862619,6.548729700633171,4.2360091477738955,3.5963004509594665,0.639708696814428,4.2360091477738955,6.26956889306891,-115.0,0.10886543509778912,0.0924249215896583,0.016440513508130798,0.10886543509778912,-9.631099873618146,0.0,RealizedGain,0.10886543509778912,max,-0.0004616808602651463,-0.2354910747205334,0.00382947229322254,0.09924653969281023,0.2555793417342053,2.125,-10.9071454561367,"dB(S(ground_T1,ground_T1)) []",-10.9071454561367
2.5,5.957206942318102,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,44.498599749789065,Patch,38.6136199773588,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.0370465973259355,0.16891345833562885,3.8681331389903053,4.0370465973259355,6.0606376225270555,3.7159178907204633,0.15547716051347657,3.5604407302069863,3.7159178907204633,5.700661089811866,-170.0,0.06540015487668015,0.0027363980250371873,0.06266375685164295,0.06540015487668015,-11.844212232046637,0.0,RealizedGain,0.06540015487668015,max,-0.0003837651974774346,-0.0405182701942052,0.00685554938140571,0.1937837488915687,0.19809345619441565,2.125,-10.6939198118061,"dB(S(ground_T1,ground_T1)) []",-10.6939198118061
2.5,7.565567127631407,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,46.139663104885436,Patch,48.58686910704227,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.6971469600248166,0.2467823492352974,3.450364610789519,3.6971469600248166,5.678667139378172,3.400462327430232,0.22697882738308217,3.1734835000471495,3.400462327430232,5.315379678074602,-165.0,0.05508748970436976,0.0036770570036059307,0.05141043270076383,0.05508748970436976,-12.58947017649909,0.0,RealizedGain,0.05508748970436976,max,0.001621664266125454,-0.04694311860167209,-0.006596230209676203,0.1755091908630757,0.18180558987400047,2.065,-9.23586799254343,"dB(S(ground_T1,ground_T1)) []",-9.23586799254343
2.5,7.992456950500791,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,36.84816473183108,Patch,51.22873191825919,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.4238792094099315,0.36084746044685756,5.063031748963074,5.4238792094099315,7.343100091645269,5.442887166413805,0.3621120485300935,5.080775117883713,5.442887166413805,7.3582933128349275,-15.0,3.5721668473173804,0.23765413745030037,3.334512709867081,3.5721668473173804,5.529317355404158,0.0,RealizedGain,3.5721668473173804,max,-0.3272782686834774,0.188374033952227,-1.236329082645664,0.6872009605522652,1.4640186483099573,2.555,-19.5072856360427,"dB(S(ground_T1,ground_T1)) []",-19.5072856360427
2.5,5.828111036712304,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,31.632153446582258,Patch,37.81139648566854,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.781628842527696,0.07632839466123441,4.705300447866461,4.781628842527696,6.795758624744549,4.680430348505946,0.07471297890120829,4.605717369604736,4.680430348505946,6.702857867042246,0.0,0.2653804007602871,0.004236225903698509,0.2611441748565886,0.2653804007602871,-5.761311544028689,5.0,RealizedGain,0.2653804007602871,max,-0.00442735124197934,0.05022144944330066,-0.12002506597508292,0.3772057526652262,0.3990388348635615,2.815,-18.1588330639403,"dB(S(ground_T1,ground_T1)) []",-18.1588330639403
